Service Request URL,Service Request,Status,Request Date,Description,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010701&type=new_cs180221194656&viewRole=,DPW000010701,Assigned,"October 24, 2018 10:36 am",Citizen called stating there is a limb that is hanging from a tree by her house. Please follow up.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010700&type=new_cs180221190731&viewRole=,DPW000010700,Assigned,"October 24, 2018 10:29 am","stop sign fell down and would the sign to be repair due vehicle on the rode almost getting into accidents , Stop sign is laying in the grass",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010699&type=new_cs180301154109&viewRole=,DPW000010699,Assigned,"October 24, 2018 10:28 am",Potholdes in front of the church. Dangerous for our parish members. We have a mass service scheduled on 28th and if possible need to make sure potholdes filled by then.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002379&type=new_cs180226204420&viewRole=,DPU000002379,Completed,"October 24, 2018 10:22 am",I have to work near a electrical line feeding street lights along the 1200 block of Hull Street and need the line protected or de energized to perform the work,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002378&type=new_cs180226204420&viewRole=,DPU000002378,In Progress,"October 24, 2018 10:17 am",all street lights on North Side of Broad Street between Tilden and N Shephard are not working,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010698&type=new_cs180221194656&viewRole=,DPW000010698,Assigned,"October 24, 2018 10:13 am",Tree branches are hanging very low,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010695&type=new_cs180301154109&viewRole=,DPW000010695,Assigned,"October 24, 2018 9:45 am",Caller requests the area be repaved due to multiple pot holes that cause damage to vehicles.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010694&type=new_cs180301154109&viewRole=,DPW000010694,Assigned,"October 24, 2018 9:44 am",Caller requests that this area be repaved as there are too many pot holes and it is damaging vehicles. She states the side street is Oakland Ave.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010693&type=new_cs180221192758&viewRole=,DPW000010693,Assigned,"October 24, 2018 9:43 am","Our recycling was not picked up this week, was supposed to happen on Monday",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000374&type=new_cs180529151322&viewRole=,RPD000000374,Completed,"October 24, 2018 9:38 am",White van with Expired tags parked on street. Has been there for 24 days without being moved.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010692&type=new_cs180221192758&viewRole=,DPW000010692,Completed,"October 24, 2018 9:36 am",Someone is dumping bags of trash DAILY on the sidewalk between Leigh and N 31st Street. This is a health issue not only because of garbage but there is also contractor paint cans and other construction debris that could clearly be harmful to residents,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002377&type=new_cs180228212904&viewRole=,DPU000002377,Assigned,"October 24, 2018 9:22 am","Citizen called to get debris cleared out his storm drain, also main drain for his home is backed up.",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010691&type=new_cs180221194656&viewRole=,DPW000010691,Assigned,"October 24, 2018 9:22 am",resident is calling in because there are tree limbs hanging in front of this location and its causing damage to her car,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010689&type=new_cs180221194656&viewRole=,DPW000010689,Assigned,"October 24, 2018 9:17 am",The tree in front of our property should be removed. It is very unhealthy and could fall off on our house during a severe storm.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010688&type=new_cs180221190731&viewRole=,DPW000010688,Assigned,"October 24, 2018 9:03 am","Caller states because of the ditch and height of the road, vehicles repeatedly hit her mailbox - she requests reflective poles to warn drivers of the drop off.",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000373&type=new_cs180529151322&viewRole=,RPD000000373,Assigned,"October 24, 2018 8:52 am",creme Impala,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000372&type=new_cs180529151322&viewRole=,RPD000000372,Assigned,"October 24, 2018 8:51 am",Dodge Mini Van VSF2978,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010682&type=new_cs180221192758&viewRole=,DPW000010682,Assigned,"October 24, 2018 7:51 am","My roommates and I moved into this house recently and the people who moved out left a bunch of stuff on the curb by the street and now people just keep adding to it- there is a couch, 2 mattresses and more and none of it is ours",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010681&type=new_cs180301154109&viewRole=,DPW000010681,Assigned,"October 24, 2018 6:00 am",Water coming up through cracks in the street.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010680&type=new_cs180221192758&viewRole=,DPW000010680,Assigned,"October 24, 2018 12:18 am",Furniture has been dropped off next to our trash cans,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010679&type=new_cs180221190731&viewRole=,DPW000010679,Assigned,"October 23, 2018 10:57 pm",d,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010678&type=new_cs180301154109&viewRole=,DPW000010678,Assigned,"October 23, 2018 9:24 pm",Huge pot hole in eastbound lanes of Semmes in the middle of the newly paved stretch.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010677&type=new_cs180220201343&viewRole=,DPW000010677,Assigned,"October 23, 2018 8:40 pm",A stop sign is needed on the corners of Hioaks and Carnation. Buses come through this way and no stop signs makes it dangerous for drivers and pedestrians.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010676&type=new_cs180221192758&viewRole=,DPW000010676,Assigned,"October 23, 2018 8:26 pm",pick up brush,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010675&type=new_cs180221192758&viewRole=,DPW000010675,Assigned,"October 23, 2018 8:25 pm",pick up brush in alley,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010674&type=new_cs180221194656&viewRole=,DPW000010674,Assigned,"October 23, 2018 7:48 pm",The grinding down of the tree stump was done today. There is a large amount of mulch left. I need this hauled away so I can prepare soil for a small growing tree. Thank you.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002376&type=new_cs180226204420&viewRole=,DPU000002376,Completed,"October 23, 2018 7:14 pm",Streetlights out on both sides of W Broad St from Sheppard to Cleveland on EB side and Tilden on WB side.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010673&type=new_cs180301154109&viewRole=,DPW000010673,Assigned,"October 23, 2018 6:58 pm",106 and 101 N. Stafford Ave. These two locations have very serious stump toe situations.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010672&type=new_cs180301154109&viewRole=,DPW000010672,Assigned,"October 23, 2018 6:42 pm","South of Patterson Ave on Granite at (535) there is a large sinkhole. Looks like a pothole is forming but, it is a large dip and hazard for pedestrians/ vehicles.",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010671&type=new_cs180301154109&viewRole=,DPW000010671,Assigned,"October 23, 2018 6:29 pm",N. 37th St. & N St. there is a large pothole on the side of the school.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002375&type=new_cs180226204420&viewRole=,DPU000002375,Completed,"October 23, 2018 5:37 pm",Streetlight is out at corner of W31st and New Kent Ave,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010667&type=new_cs180221192758&viewRole=,DPW000010667,Assigned,"October 23, 2018 4:55 pm","My trash can got skipped today. Not too heavy, etc. looks like just missed some on my side of alley",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002374&type=new_cs180226204420&viewRole=,DPU000002374,Completed,"October 23, 2018 4:47 pm","Alley: 1007 W 42nd St, 23225",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002373&type=new_cs180226204420&viewRole=,DPU000002373,Completed,"October 23, 2018 4:38 pm",Front: 2 streetlight of Block 500 Pelham Dr,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002372&type=new_cs180226204420&viewRole=,DPU000002372,Completed,"October 23, 2018 4:35 pm",Near Alley: 414 Pollack St lights are completed out.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002371&type=new_cs180226204420&viewRole=,DPU000002371,In Progress,"October 23, 2018 4:28 pm",Citizen states that the street light at the end of his driveway is out and would like to have it fixed,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002370&type=new_cs180226204420&viewRole=,DPU000002370,Completed,"October 23, 2018 4:28 pm",F: 801 Build N Sheppard St,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002369&type=new_cs180228212504&viewRole=,DPU000002369,Assigned,"October 23, 2018 4:19 pm","At the intersection of W. Laburnum and Hermitage road, on the NE Corner. Inlet is severely clogged causing problems during and after rain events. All inlets should be checked for functionality, during this cleaning of the NE corner.",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002368&type=new_cs180226204420&viewRole=,DPU000002368,Completed,"October 23, 2018 4:18 pm",800 Block N Sheppard St B/T 801 & 807 Front,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002367&type=new_cs180226204420&viewRole=,DPU000002367,Completed,"October 23, 2018 4:12 pm",200 Block of E 31st St; Front & Alley All light out.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=PDR000001740&type=new_cs180301161330&viewRole=,PDR000001740,Completed,"October 23, 2018 4:09 pm",abandoned vehicle plate #VDN6789 green color station wagon,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002366&type=new_cs180226204420&viewRole=,DPU000002366,Completed,"October 23, 2018 3:57 pm",Storm: corner of Delaware Ave & 800 blocks of Pensacola Ave.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010662&type=new_cs180221194656&viewRole=,DPW000010662,Assigned,"October 23, 2018 3:53 pm",Citizen states there are trees to the left of her property that are city trees; they are in a row alongside and in between her house and her neighbors house at 6743 Monitor Rd; she states she would like them removed or cut in half; she is afraid that with a bad wind they will fall on her home; please assess,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010660&type=new_cs180221192758&viewRole=,DPW000010660,Assigned,"October 23, 2018 3:44 pm",branches and limbs from the tree located on the boulevard fell to the boulevard below. The storm was spawned by hurricane Florence,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010655&type=new_cs180221194656&viewRole=,DPW000010655,Assigned,"October 23, 2018 3:16 pm",Grind Stump id 94212,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010653&type=new_cs180221194656&viewRole=,DPW000010653,Assigned,"October 23, 2018 3:11 pm",Grind stump id 94216,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010652&type=new_cs180221194656&viewRole=,DPW000010652,Assigned,"October 23, 2018 3:10 pm",Dead tree w/downed storm limbs in storm creek; also lots of vegetation. Known coyote sightings per neighbors and killed pets by coyotes in this creek as they are roaming there.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010651&type=new_cs180221194656&viewRole=,DPW000010651,Assigned,"October 23, 2018 3:08 pm",Grind stump id 94217,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000371&type=new_cs180327173306&viewRole=,RPD000000371,Assigned,"October 23, 2018 3:02 pm",resident is calling in because there were items dumped at his location. that does not belong to him. those items are a mattress and a big wooden chair. needs someone to come pick up these items ASAP,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010649&type=new_cs180221194656&viewRole=,DPW000010649,Assigned,"October 23, 2018 2:43 pm",Removal id 102850,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010648&type=new_cs180301154109&viewRole=,DPW000010648,Assigned,"October 23, 2018 2:38 pm","Water has been slowly leaking from the water main access cover on Stonewall Avenue just east of 43rd Street. I called and reported this issue a couple of weeks ago. A crew was dispatched and they worked on it but did not solve the issue. The water continues to leak and with freezing temperatures nearing, the water in the street will begin to freeze causing a significant threat. This is my last attempt to use the 311 system. My next contact will be to Councilperson Larson. Thank you.",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010647&type=new_cs180221194656&viewRole=,DPW000010647,Assigned,"October 23, 2018 2:36 pm",Removal id 102890,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002363&type=new_cs180226204420&viewRole=,DPU000002363,Completed,"October 23, 2018 2:27 pm",4011 Walmsley Blvd /3707 Carrie Ridge Court/ 3712/3718 Carrie Ridge Ct and 3724-3730 Carrie Ridge Court Richmond VA 23234,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002362&type=new_cs180226204420&viewRole=,DPU000002362,Completed,"October 23, 2018 1:57 pm",Tree limbs on the line and the light is currently out located in the alley. Between Grace St and Cushaw in the block in the alley.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002361&type=new_cs180228212904&viewRole=,DPU000002361,Assigned,"October 23, 2018 1:53 pm",Citizen is inquiring about a drainage assessment due to the lack of drains in the area. He is constanyly having his yard flooded from the run off water from other properties in the area and also the trash and debris is running into his yard as well.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010639&type=new_cs180221192758&viewRole=,DPW000010639,Assigned,"October 23, 2018 1:48 pm","Old laundry pole attached to concrete block in back of alley, bulk pickup did not collect this week",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010638&type=new_cs180221194656&viewRole=,DPW000010638,Assigned,"October 23, 2018 1:48 pm",Stump grind #94651,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010637&type=new_cs180221194656&viewRole=,DPW000010637,Assigned,"October 23, 2018 1:45 pm",Stump grind #94651,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010636&type=new_cs180221194656&viewRole=,DPW000010636,Assigned,"October 23, 2018 1:41 pm",Removal #94653,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010635&type=new_cs180301154109&viewRole=,DPW000010635,Assigned,"October 23, 2018 1:37 pm",On watkins street and westbrook ave there are multiple pot holes in the road between chamberlayne ave and old brook road at the 4800 block,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010634&type=new_cs180221194656&viewRole=,DPW000010634,Assigned,"October 23, 2018 1:32 pm",Removal #67658,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010633&type=new_cs180221194656&viewRole=,DPW000010633,Assigned,"October 23, 2018 1:28 pm",Broken & hanging limb. City tree,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010632&type=new_cs180221192758&viewRole=,DPW000010632,Assigned,"October 23, 2018 1:23 pm","Tree limb debris to be picked up in back alley of 818 Westover Hills Blvd, Richmond, VA 23225",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010631&type=new_cs180221194656&viewRole=,DPW000010631,Assigned,"October 23, 2018 1:22 pm",Stump Removal,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010630&type=new_cs180221194656&viewRole=,DPW000010630,Assigned,"October 23, 2018 1:17 pm",Stump Removal,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010629&type=new_cs180221192758&viewRole=,DPW000010629,Assigned,"October 23, 2018 1:12 pm","The alley next to/in front of the house has been being used as a place where people dump their old/unwanted furniture and other items. The more items accumulate the more people leave here. Unfortunately we don’t have the resources to remove it ourselves, but have been warned we would receive a citation if it isn’t cleaned up. Thank you for the help.",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010628&type=new_cs180221194656&viewRole=,DPW000010628,Assigned,"October 23, 2018 1:06 pm",Stump Removal,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002360&type=new_cs180228155543&viewRole=,DPU000002360,Assigned,"October 23, 2018 1:03 pm",This sink hole is getting bigger. Sink hole is getting bigger.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010625&type=new_cs180221194656&viewRole=,DPW000010625,Assigned,"October 23, 2018 12:53 pm",Stump Removal,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010624&type=new_cs180221194656&viewRole=,DPW000010624,Assigned,"October 23, 2018 12:46 pm",Stump Removal,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010623&type=new_cs180221194656&viewRole=,DPW000010623,Assigned,"October 23, 2018 12:41 pm","Removal, vehicle strike",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010622&type=new_cs180221194656&viewRole=,DPW000010622,Assigned,"October 23, 2018 12:38 pm","Removal, median tree.",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010621&type=new_cs180221194656&viewRole=,DPW000010621,Assigned,"October 23, 2018 12:35 pm",Trees needs to be trimmed all this area. These trees are on Richmond Henrico Tpk. near North Ave.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002359&type=new_cs180228212904&viewRole=,DPU000002359,Assigned,"October 23, 2018 12:19 pm",Citizen states that the storm drain is collapsing and someone could fall inside of hit and it is not taking in any rain water,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010619&type=new_cs180221194032&viewRole=,DPW000010619,Assigned,"October 23, 2018 12:15 pm",Citizen states that the alley is washed out and would like to have it repaired,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010618&type=new_cs180221194656&viewRole=,DPW000010618,Assigned,"October 23, 2018 11:52 am","After two storms, a very large tree in front of my house has split down the middle. It looks like it needs to be removed immediately. Please have someone stop by the house to verify that the tree needs to be removed.",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010616&type=new_cs180221192758&viewRole=,DPW000010616,Assigned,"October 23, 2018 11:41 am","People have been dumping their old furniture and other unwanted items in the alley next to/in front of the house. We have been told we would receive a citation if it isn’t cleaned up, but unfortunately don’t have the resources to do it on our own. Thank you for your help!",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010614&type=new_cs180221194656&viewRole=,DPW000010614,Assigned,"October 23, 2018 11:33 am",resident is calling in because she had a tree removed and now she wants to know is the stump going to be removed and what is the time frame for this job to be completed.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010612&type=new_cs180221194656&viewRole=,DPW000010612,Assigned,"October 23, 2018 11:25 am",Large tree limb hanging over the sidewalk from storm. Please remove limb or cut back as soon as possible kids walk on sidewalk for to and from school.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010611&type=new_cs180221194656&viewRole=,DPW000010611,Assigned,"October 23, 2018 11:23 am",TREE LIMB IS HANGING AND LOOKS AS IF IT IS GOING TO FALL ON SOMEONE AND WOULD LIKE TO HAVE IT CUT DOWN,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010610&type=new_cs180301154109&viewRole=,DPW000010610,Assigned,"October 23, 2018 11:12 am",There is a large pothole at this location need to be repaired asap. A1B1,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002358&type=new_cs180226204420&viewRole=,DPU000002358,Completed,"October 23, 2018 10:35 am",Storm: Not working street lights in 6300 Hanover Ave,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010607&type=new_cs180221194656&viewRole=,DPW000010607,Assigned,"October 23, 2018 10:31 am",Alley: limbs on the line of block 4000 Grace and Cutshaw. No lights,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002357&type=new_cs180226204420&viewRole=,DPU000002357,Completed,"October 23, 2018 10:26 am",Storm: Lights out and tree need to be trim from the pole. Verizon installed new wire and some type of black box. Block of 1700 Ingram Ave.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002356&type=new_cs180226204420&viewRole=,DPU000002356,Completed,"October 23, 2018 10:01 am",Across: 6539 Hagueman Dr lights are out.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010602&type=new_cs180221192758&viewRole=,DPW000010602,Assigned,"October 23, 2018 9:29 am",A lot of branches must have fallen off a truck and into the bike lane on the the Leigh St / Martin Luther King Jr. Memorial Bridge.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002355&type=new_cs180226204420&viewRole=,DPU000002355,Completed,"October 23, 2018 9:26 am",Front: blinking lights and light out; they are both across the street from each other.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002354&type=new_cs180228212504&viewRole=,DPU000002354,Completed,"October 23, 2018 9:25 am",It's backed up because of all the debris in the storm drain.........Have requested twice via calling.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002353&type=new_cs180226204420&viewRole=,DPU000002353,Completed,"October 23, 2018 9:21 am",No lights in front of 1229 Westminster Ave.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002352&type=new_cs180226204420&viewRole=,DPU000002352,Completed,"October 23, 2018 9:16 am",Front of 1308-1314 Amherst Ave. light out and tree limbs.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002351&type=new_cs180226204420&viewRole=,DPU000002351,Completed,"October 23, 2018 9:08 am",Darkest; light out 3000 - 3004 Colombia St: Summer Hill Subdivision,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002350&type=new_cs180226204420&viewRole=,DPU000002350,Completed,"October 23, 2018 8:59 am","3 lights out on: St. James & Jackson, St. James & Dual, Dual and Cameo",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010599&type=new_cs180221190731&viewRole=,DPW000010599,Assigned,"October 23, 2018 8:56 am","At this intersection, heading west on Broad, there is a ""No Left Turn"" sign at the easternmost traffic light pole. One is needed, however, on the western pole. As soon as the light turns green, and a west bound car on Broad pulls into the intersection with a left turn signal on, the driver can no longer see the NO Left Turn sign -- it is now behind him, or at best, immediately overhead. Cars continue to turn left at this light, in part because of the poor signage.",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010597&type=new_cs180301154109&viewRole=,DPW000010597,Assigned,"October 23, 2018 8:38 am",there are several potholes between the 1600 Mechanicsville and Carver street there are 3 severe and to other pot holes,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010595&type=new_cs180221194032&viewRole=,DPW000010595,Assigned,"October 23, 2018 8:34 am",Citizen asked that they come back a gravel complete alley they leveled the alley but did not gravel the complete alley,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010593&type=new_cs180221194251&viewRole=,DPW000010593,Completed,"October 23, 2018 8:33 am",citizen called to complain that since the sequence was changed in regards to the traffic lights there has been a back up from dock st to rockets landing every morning,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010592&type=new_cs180301154109&viewRole=,DPW000010592,Assigned,"October 23, 2018 8:06 am",Pothole,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010591&type=new_cs180221192758&viewRole=,DPW000010591,Completed,"October 23, 2018 8:00 am",Debris from storm at the rear corner of property on gun club.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010590&type=new_cs180221192758&viewRole=,DPW000010590,Assigned,"October 23, 2018 7:32 am",This is actually an illegal dumping at this location picture attached.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010589&type=new_cs180221190731&viewRole=,DPW000010589,Assigned,"October 23, 2018 1:08 am",g,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002349&type=new_cs180226204420&viewRole=,DPU000002349,Completed,"October 22, 2018 9:35 pm",entire block of wayne st intersecting grace is out,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000370&type=new_cs180327173306&viewRole=,RPD000000370,Completed,"October 22, 2018 9:19 pm",2 mattresses and other furniture dumped in alley behind 6 S. Auburn Ave,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010588&type=new_cs180221192758&viewRole=,DPW000010588,Assigned,"October 22, 2018 9:01 pm",Storm debris in alley behind 4118 Kensington. Large tree branches piled on both sides of alley.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010587&type=new_cs180301154109&viewRole=,DPW000010587,Assigned,"October 22, 2018 8:05 pm","Existing sidewalk was removed by city crews on or around 10/8, no work has been done since. Dirt trenches have been left in its place. These present a serious trip hazard and the sidewalk is unusable.",,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010586&type=new_cs180221192758&viewRole=,DPW000010586,Assigned,"October 22, 2018 7:58 pm",Tree branches and vines,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010584&type=new_cs180301154109&viewRole=,DPW000010584,Assigned,"October 22, 2018 5:19 pm",Road caving in,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010583&type=new_cs180301154109&viewRole=,DPW000010583,Assigned,"October 22, 2018 5:00 pm",Large pothole directly in front of Robinson Street Market.,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010582&type=new_cs180221194032&viewRole=,DPW000010582,Assigned,"October 22, 2018 4:36 pm",resident is calling in because he alley has a big whole in it. its close to the water line. she states that it is GRASS. they came a year in a half to fix it and now the whole its back. its near the fence near her neighbors property line,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010580&type=new_cs180221192758&viewRole=,DPW000010580,Assigned,"October 22, 2018 4:15 pm",Yard storm debris in alley behind 1316 W Laburnum Ave,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010579&type=new_cs180301154109&viewRole=,DPW000010579,Assigned,"October 22, 2018 4:08 pm",Sidewalk shifted due to tree roots creating trip hazard on sidewalk in busy area,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010578&type=new_cs180301154109&viewRole=,DPW000010578,Completed,"October 22, 2018 4:03 pm",resident is calling in because there are 2 potholes at this location that needs to be fixed ASAP,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002348&type=new_cs180226204420&viewRole=,DPU000002348,Completed,"October 22, 2018 3:48 pm",Middle on 3200 Blk of Maplewood Ave; light out,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000010575&type=new_cs180220201343&viewRole=,DPW000010575,Assigned,"October 22, 2018 3:24 pm",Caller requests a ramp at the corner near his residence. The other corners at the intersection have a ramp except his.,,,,
