Service Request URL,Service Request,Status,Request Date,Description,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000764&type=new_cs180228212504&viewRole=,DPU000000764,Assigned,"July 29, 2018 5:11 pm","Storm drain is obstructed by debris, vegetation, etc. on the New Kent Ave side",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000763&type=new_cs180228212504&viewRole=,DPU000000763,Assigned,"July 29, 2018 5:06 pm","Storm drain is obstructed by debris, vegetation, etc.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000762&type=new_cs180228212504&viewRole=,DPU000000762,Completed,"July 29, 2018 4:57 pm","Storm drain is obstructed by debris, vegetation, etc., on the New Kent Ave side",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003936&type=new_cs180301154109&viewRole=,DPW000003936,Assigned,"July 29, 2018 4:46 pm",Sidewalk is raised up or dropped in such a way as to make it a severe tripping hazard.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003935&type=new_cs180301154109&viewRole=,DPW000003935,Completed,"July 29, 2018 4:44 pm",Sidewalk is raised up or angled in such a way as to make it a severe tripping hazard.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000761&type=new_cs180228212504&viewRole=,DPU000000761,Assigned,"July 29, 2018 4:35 pm","The opening of the basin in the side of the house at the corner is obstructed by debris such as dirt, branches and leaves. It is located on 29th street around the corner on the side of the yard of the location.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000760&type=new_cs180228212504&viewRole=,DPU000000760,Assigned,"July 29, 2018 4:25 pm","The opening of the basin in the front of the house at the corner is obstructed by debris such as dirt, branches and leaves.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003934&type=new_cs180221194656&viewRole=,DPW000003934,Assigned,"July 29, 2018 4:17 pm",Tree in the alley between Woodland Heights Baptist Church parking loot and 612 W 30th residence has grown that it is now touching the church and entangling wires on poles. Dominion was called but they said the tree did not have electrical wires and recommend checking with the city as it was on city property.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003932&type=new_cs180301154109&viewRole=,DPW000003932,Assigned,"July 29, 2018 3:48 pm",Sidewalk is buckled due to previously removed tree. I have seen people tripping over the spot where it is raised up.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003931&type=new_cs180221194032&viewRole=,DPW000003931,Completed,"July 29, 2018 3:00 pm","Several major potholes in alleyway. They collect and hold water that fester from garbage sludge. Please repair them, please!",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000163&type=new_cs180327174102&viewRole=,RPD000000163,Completed,"July 29, 2018 2:08 pm",The 1100 Block of Fourqurean lane has become a speedway with many cars speeding through the block blowing through stop signs and some even throwing trash on to the street from their cars. Something needs to be done asap as I'm concerned about pedestrians inclusive of children who play in this area.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003930&type=new_cs180220201343&viewRole=,DPW000003930,Assigned,"July 29, 2018 1:37 pm","Driving east and attempting to cross Decatur Street on E 7th, E 6th, E 5th and E 4th to attend Art Space and Art Works events and to visit McDonald's Restaurant is DIFFICULT. Vehicles parked near the street intersections along Decatur and these cross streets create BLIND SPOTS. This is a public safety issue. I ask the DPW, Traffic Engineering Operations personnel to remediate this traffic issue as soon as possible. Please use the Carytown /Cary St. and ""curb bump-out"" model here.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003929&type=new_cs180221194032&viewRole=,DPW000003929,Assigned,"July 29, 2018 1:18 pm",North end of the alley on the east side of the 600 block of S. Pine Street in Oregon Hill neighborhood has a gaping hole that needs repair. This hole is in the cobblestone portion of the alley that transitions from the alley to the street. This is the third time in five years I've reported this problem. Please fix it this time.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003928&type=new_cs180221194656&viewRole=,DPW000003928,Assigned,"July 29, 2018 1:10 pm","Large tree in front of house located at 6514 Hanover ave. There a lot of dead branches. Some of the branches are long and heavy - will break off with good storm, causing a hazard to cars parked on the street and the roof of the house.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000759&type=new_cs180226204420&viewRole=,DPU000000759,Completed,"July 29, 2018 1:09 pm","Two streetlights, next to each other on the east side of the 600 block of S. Pine Street in Oregon Hill do not work. Appears that bulbs may need replacing. Number on one pole is 7012. Number on the other pole is DPU28525.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003927&type=new_cs180221194656&viewRole=,DPW000003927,Assigned,"July 29, 2018 11:26 am","Tree roots have pushed the side up which has caused the sidewalk to break apart thereby creating a SEVERE tripping hazard. At this point, the sidewalk is barely navigable for bicycles, carriages, or the elderly.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003926&type=new_cs180221194032&viewRole=,DPW000003926,Assigned,"July 29, 2018 8:34 am",Alley has not been graveled since I purchased property in 1997.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003925&type=new_cs180221194656&viewRole=,DPW000003925,Assigned,"July 29, 2018 8:31 am",This tree has died and needs to be removed,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003924&type=new_cs180221190731&viewRole=,DPW000003924,Completed,"July 29, 2018 8:30 am",Heavily used alley. Vehicles constantly park in alley and partially block alley. Makes it impossible for neighbors to turn into their garages.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003923&type=new_cs180221194251&viewRole=,DPW000003923,Completed,"July 29, 2018 8:14 am",Red light is out on the left lane traffic signal,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003922&type=new_cs180301154109&viewRole=,DPW000003922,Assigned,"July 28, 2018 8:42 pm",broken curb,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003921&type=new_cs180301154109&viewRole=,DPW000003921,Completed,"July 28, 2018 8:41 pm","heaved curb 2""+",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003920&type=new_cs180301154109&viewRole=,DPW000003920,Completed,"July 28, 2018 8:40 pm",large pothole near the intersection of 45th and Bassett,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003919&type=new_cs180301154109&viewRole=,DPW000003919,Assigned,"July 28, 2018 8:37 pm","side walk section heaved at 2""+",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003918&type=new_cs180301154109&viewRole=,DPW000003918,Assigned,"July 28, 2018 8:36 pm","Heaved curb 2""
""https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003917&type=new_cs180301154109&viewRole=",DPW000003917,Assigned,"July 28, 2018 8:35 pm","Curb/ gutter heaved 2""
""https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003916&type=new_cs180301154109&viewRole=",DPW000003916,Assigned,"July 28, 2018 8:34 pm",Curb/gutter is heaved about 2 inches. causing poor drainage
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003915&type=new_cs180301154109&viewRole=,DPW000003915,Completed,"July 28, 2018 8:33 pm",Pothole forming in the street,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003914&type=new_cs180301154109&viewRole=,DPW000003914,Assigned,"July 28, 2018 8:22 pm",side walk section is raised about an inch above the other section,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003913&type=new_cs180301154109&viewRole=,DPW000003913,Assigned,"July 28, 2018 8:15 pm",Broken section of curb,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003912&type=new_cs180301154109&viewRole=,DPW000003912,Completed,"July 28, 2018 8:13 pm",Several Potholes by the traffic circle at Dunston and 47th and 2 more at 1207,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003911&type=new_cs180221194656&viewRole=,DPW000003911,Assigned,"July 28, 2018 6:27 pm",Dead tree with dead limb hanging over street ready to fall. Bark falling off onto street- the limb is next. Will surely hit parked cars when it falls and block street. Please remove tree ASAP.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003910&type=new_cs180220201343&viewRole=,DPW000003910,Assigned,"July 28, 2018 5:52 pm",Just recently our street was dug up for waterline replacement. The contractors dug a trench across the street and filled with asphalt. The asphalt has been steadily settling and is now about 3 inches from the original road surface. Can you have the contractors return and refill the trench so it is level with the original road surface. The current condition is equivalent to a large 5 foot pothole which takes a toll on passing vehicles. Thanks. Joseph OBrien,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000757&type=new_cs180228155543&viewRole=,DPU000000757,Assigned,"July 28, 2018 5:49 pm",Cobblestone falling into sinkhole at 2405 Clay street,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003909&type=new_cs180221194656&viewRole=,DPW000003909,Assigned,"July 28, 2018 4:54 pm",There’s a big beautiful oak tree between 803 and 805 Chimborazo Blvd with two dead branches. In the past branches have fallen during storms. We are hoping to get only the dead branches removed.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003908&type=new_cs180301154109&viewRole=,DPW000003908,Assigned,"July 28, 2018 3:40 pm",Drain above street line and will pop a car tire or trip someone,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003907&type=new_cs180221194656&viewRole=,DPW000003907,Assigned,"July 28, 2018 3:33 pm",Dying male tree needs to be removed. Located on Rennie between Brook Rd and Seminary Ave. dead limbs are falling which makes it very hazardous to cars and pedestrians.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003906&type=new_cs180221192758&viewRole=,DPW000003906,Assigned,"July 28, 2018 7:32 am",Couches and furniture dumped behind 1323 Floyd in the alley from their tenants move out.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003905&type=new_cs180221194656&viewRole=,DPW000003905,Assigned,"July 28, 2018 7:12 am",Tree in alley behind house interfering with power line.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003904&type=new_cs180221194457&viewRole=,DPW000003904,Assigned,"July 27, 2018 10:09 pm",Stair path from Jefferson Park to Cedar needs to be cleared. Path is blocked by overgrowth.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003903&type=new_cs180221194457&viewRole=,DPW000003903,Assigned,"July 27, 2018 9:40 pm","The entire ally between Shutte Ave, and Clarence St. is almost completely blocked with the brush from both sides meeting in the middle.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000756&type=new_cs180228212504&viewRole=,DPU000000756,Completed,"July 27, 2018 9:14 pm",Storm water drain clogged in front of TJ High School leaves standing water for days after rain.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003902&type=new_cs180221192758&viewRole=,DPW000003902,Assigned,"July 27, 2018 8:07 pm",Junked car in alley,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003901&type=new_cs180220201343&viewRole=,DPW000003901,Assigned,"July 27, 2018 8:07 pm",Intersection of New Kent and W 30th requires ADA ramp on all 4 corners/curbs,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000755&type=new_cs180228212504&viewRole=,DPU000000755,Assigned,"July 27, 2018 8:03 pm",Basin needs cleaning. Debris accumulating but not that clear in photo.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000754&type=new_cs180301145759&viewRole=,DPU000000754,Assigned,"July 27, 2018 7:52 pm",Road equipment parked near intersection of W30th and New Kent and the related debris is causing drainage issues and resulting in increased mosquitos.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003900&type=new_cs180220201343&viewRole=,DPW000003900,Assigned,"July 27, 2018 7:36 pm",Intersection of w30th and Stonewall Ave. All curds require ADA ramp/access.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003899&type=new_cs180301154109&viewRole=,DPW000003899,Completed,"July 27, 2018 7:31 pm",Sidewalk needs repair.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003898&type=new_cs180301154109&viewRole=,DPW000003898,Completed,"July 27, 2018 7:26 pm",Sidewalk needs repair,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003897&type=new_cs180221194032&viewRole=,DPW000003897,Assigned,"July 27, 2018 7:20 pm",Drain requires constant clean out/clean off. Is ineffective as it is covered with runoff debris each time it rains. Neighbors have to clean off during and after any rainfall. This causes considerable flooding at 3105and 3103 Semmes,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000753&type=new_cs180228212504&viewRole=,DPU000000753,Assigned,"July 27, 2018 7:13 pm",Basinneeds clean out. Also needs repair. Ineffectively installed. At intersection of alley and w 31st at 3103semmes,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003896&type=new_cs180221192758&viewRole=,DPW000003896,Assigned,"July 27, 2018 5:27 pm",Bulk trash on the curb and car in the yard without tags,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003895&type=new_cs180301154109&viewRole=,DPW000003895,Completed,"July 27, 2018 5:06 pm","located directly in front of her home and looks like a jack hammer went through it it very jagged and rough and she just received new tires and don't want to mess them , facing the corner of w grace street and layfette",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003893&type=new_cs180221192758&viewRole=,DPW000003893,Completed,"July 27, 2018 4:55 pm",Tree debris,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003890&type=new_cs180301154109&viewRole=,DPW000003890,Completed,"July 27, 2018 3:54 pm",Citizen called to advise of potholes. Wants to see if street area can be repaved.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003889&type=new_cs180221191046&viewRole=,DPW000003889,Assigned,"July 27, 2018 3:52 pm","Please plant a tree/landscape the roundabout on 31st and Marshall -- the sign was taken down, and it would really look a lot better with a tree/landscaping --- as well as prevent issues during the winter if snow covers the roundabout.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=PDR000000668&type=new_cs180301161330&viewRole=,PDR000000668,Completed,"July 27, 2018 3:50 pm",Tan Honda mini van has been here for about two months. Says you can tell has not been moved.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003887&type=new_cs180221192758&viewRole=,DPW000003887,Completed,"July 27, 2018 3:43 pm",every body on that block trash did not get pick up,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003884&type=new_cs180221192758&viewRole=,DPW000003884,Completed,"July 27, 2018 3:27 pm",Caller states everyone on her street did not have their trash collected.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000752&type=new_cs180228212504&viewRole=,DPU000000752,Assigned,"July 27, 2018 3:22 pm",Clogged sewer drain on Hanover in front of Fox elementary. Usually no parked cars there during the day. Corner of Strawberry and Hanover. Those Crepe Myrtle trees throw off a ton of debris into the street thus clogging this particular sewer.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003879&type=new_cs180221194656&viewRole=,DPW000003879,Assigned,"July 27, 2018 3:01 pm","Citizen stated there is a tree that is dying, and she is requesting someone come take a look to see if it needs to be cut down. Also there is a tree stump next to it that needs to be removed. Tree roots are also lifting the sidewalk.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003876&type=new_cs180221194656&viewRole=,DPW000003876,Completed,"July 27, 2018 2:51 pm",dead tree in front of this location,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003875&type=new_cs180221194656&viewRole=,DPW000003875,Assigned,"July 27, 2018 2:42 pm",Large tree limb hanging on sidewalk.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003874&type=new_cs180221192758&viewRole=,DPW000003874,Completed,"July 27, 2018 2:39 pm",Two large upholstered chairs are in the alleyway.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003870&type=new_cs180301154109&viewRole=,DPW000003870,Assigned,"July 27, 2018 2:29 pm",Citizen stated there is a lot that has dirt coming onto the road and is piling up a hill that is hazardous for cars when driving on this street.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003869&type=new_cs180220201343&viewRole=,DPW000003869,Assigned,"July 27, 2018 2:20 pm",citizen would like a sidewalk on his side of the street .,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003868&type=new_cs180221192758&viewRole=,DPW000003868,Completed,"July 27, 2018 2:20 pm",bulk items (2 parts of a large broken table) were left 2 weeks ago and not picked up on bulk pick up day. Please pick up.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003867&type=new_cs180301154109&viewRole=,DPW000003867,Completed,"July 27, 2018 2:17 pm","Brick sidewalk was torn up a year ago due to DPU work. Pile of bricks and gravel were left behind. Recently, bricks have been thrown at cars and into the apartment complex across the street.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003866&type=new_cs180221194656&viewRole=,DPW000003866,Assigned,"July 27, 2018 2:16 pm",Mature Maple is dead. Tree ID 83989 at 3107 Hanover Ave. Limbs are falling on sidewalk and street. Tree needs to be removed.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003865&type=new_cs180221194032&viewRole=,DPW000003865,Completed,"July 27, 2018 2:13 pm",Cobblestone alley with asphalt patching regrading. Drainage is causing issues for 6 & 8 N. Plum Street.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003864&type=new_cs180221192758&viewRole=,DPW000003864,Assigned,"July 27, 2018 2:10 pm","Couch, chair, garbage and debris on sidewalk",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003863&type=new_cs180301154109&viewRole=,DPW000003863,Completed,"July 27, 2018 2:08 pm",There are 2 large potholes on the corner of Sauer and Cutshaw Ave.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003862&type=new_cs180221192758&viewRole=,DPW000003862,Completed,"July 27, 2018 2:06 pm",Our supercan is always in the alley ready for pick up. I just went out to add something to it today and realized it has not been picked up this week. Our standard pick up day is Tuesday of every week. The supercan is now very full. Please pickup if possible before the weekend. Thanks,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003859&type=new_cs180301154109&viewRole=,DPW000003859,Completed,"July 27, 2018 1:51 pm",Citizen called to report potholes in this area,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000751&type=new_cs180228155543&viewRole=,DPU000000751,Completed,"July 27, 2018 1:10 pm","On Shutte, 70' from Forest View, towards Herbert St., in front to street drain. About 2' deep so far, alongside of the privacy fence.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000750&type=new_cs180228155543&viewRole=,DPU000000750,Assigned,"July 27, 2018 1:02 pm",3' deep sinkhole in front of sewer,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003853&type=new_cs180221194251&viewRole=,DPW000003853,Completed,"July 27, 2018 12:46 pm","Heading Northbound on Westmoreland St., the light regularly skips the cycle that allows traffic traveling straight to proceed. This causes traffic to back up during the morning commute and forces some drivers to turn right on red.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003849&type=new_cs180220201343&viewRole=,DPW000003849,Assigned,"July 27, 2018 12:31 pm",Asphalt road in front of 4231 Bathgate Road is crumbling.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003845&type=new_cs180221194423&viewRole=,DPW000003845,Completed,"July 27, 2018 12:21 pm",No parking in driveway with arrow pointing to left,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003843&type=new_cs180221194656&viewRole=,DPW000003843,Assigned,"July 27, 2018 12:06 pm",Says there is a dead tree that needs to come down.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=PDR000000658&type=new_cs180301161330&viewRole=,PDR000000658,Completed,"July 27, 2018 12:02 pm",CAR IS JUST SITTING OWNER IS NO LONGER LIVING IN THE AREA PLATE # JWL6061 HANOVER STICKER AND INSPECTION 3/17 TOY 4RUNNER,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003841&type=new_cs180221194656&viewRole=,DPW000003841,Assigned,"July 27, 2018 12:01 pm",Please see attached information,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003840&type=new_cs180301154109&viewRole=,DPW000003840,Completed,"July 27, 2018 11:54 am",A pothole is in the middle of the street.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003838&type=new_cs180221194656&viewRole=,DPW000003838,Assigned,"July 27, 2018 11:51 am",would like to have the limbs trimmed. they are touching the citizen home,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003831&type=new_cs180221194656&viewRole=,DPW000003831,Assigned,"July 27, 2018 11:32 am","tree is causing roof damage to 311 and 313 Cleveland street , massive tree right out side the side walk , code enforcement: current took picture of the tree if that would help",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000749&type=new_cs180228212904&viewRole=,DPU000000749,Completed,"July 27, 2018 11:32 am",the ditch is clogged with leaves and debris,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000162&type=new_cs180327173306&viewRole=,RPD000000162,Completed,"July 27, 2018 11:30 am",Several illegally dumped items that need pick up at the end of Porter Street.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003829&type=new_cs180301154109&viewRole=,DPW000003829,Completed,"July 27, 2018 11:17 am","two severe pot holes , workers have been repairing it and the potholes are hard on our vehicles ,located 2300 & 2400 lynhaven",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000748&type=new_cs180228212504&viewRole=,DPU000000748,Assigned,"July 27, 2018 10:52 am","Drainage issue at intersection. Flooding occurs during rain events. Water flows over street into neighbors house. Pipe is not visible even after attempts to dig it out by citizens, ditch filled with dirt.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003828&type=new_cs180221194457&viewRole=,DPW000003828,Assigned,"July 27, 2018 10:21 am",The vines and thorn bushes are covering more than 2/3 of the sidewalk resulting in us pedestrians to walk very close to Cowardin AVe. Plus the vines and thorn bushes collect trash. The vacant corner is moved occasionally but they dont doing anything about the sidewalk. I walk it several times a week and it is hazardous! The mowers also continue to mow around a discarded tire. Can't they pick that up??? Please take care of this city lot.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003825&type=new_cs180221194656&viewRole=,DPW000003825,Assigned,"July 27, 2018 10:08 am","Citizen stated there is a tree that has limbs about to fall, and they are concerned that the tree will come down soon.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003824&type=new_cs180301154109&viewRole=,DPW000003824,Completed,"July 27, 2018 10:04 am",Citizen called to get potholes repaired.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003822&type=new_cs180221194656&viewRole=,DPW000003822,Assigned,"July 27, 2018 9:55 am",This tree is a danger to fine citizens of the 2600 block of Cary street. Several branches have fallen over the past year and landed on the sidewalk. Branches that would likely kill or severally injure someone. Just this past weekend a large branch fell on the hood of someone's car parked on the street causing damage to the hood and windshield. A city worker came and looked at it last year and said that it needs to be taken down. Please take care of this before there is a serious issue.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003821&type=new_cs180301154109&viewRole=,DPW000003821,Completed,"July 27, 2018 9:53 am",Citizen called to report a pothole,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000747&type=new_cs180226204420&viewRole=,DPU000000747,Completed,"July 27, 2018 9:49 am",a street light is out,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000746&type=new_cs180228212904&viewRole=,DPU000000746,Assigned,"July 27, 2018 9:47 am",keeps cutting the opposite side of what citizen is requesting. but she is wanting the ditch on the back and side of home to cut trimmed and cleaned. the grass is higher than the dish pole . children cant play because of the snakes and animals.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003820&type=new_cs180221194656&viewRole=,DPW000003820,Assigned,"July 27, 2018 9:46 am",there is branched that are falling and also there are cracks in the bottom of the tree,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003818&type=new_cs180301154109&viewRole=,DPW000003818,Completed,"July 27, 2018 9:35 am","if u are coming west on grove its on the right hand side , south west corner of grove and seneca",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000745&type=new_cs180228212504&viewRole=,DPU000000745,Assigned,"July 27, 2018 9:29 am",The leaves have blocked the storm drain and would like it to be cleaned.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003817&type=new_cs180221192758&viewRole=,DPW000003817,Completed,"July 27, 2018 9:20 am",mattresses and other bulk items in alley next to trash cans behind 3118 park avenue. been sitting there for weeks. request has been made previously for pickup of these items. third request. thanks.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003812&type=new_cs180221194656&viewRole=,DPW000003812,Assigned,"July 27, 2018 8:58 am",citizen would like to be called in regards to tree states a big limb had fallen down in the alley .. dead tree,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003810&type=new_cs180221194656&viewRole=,DPW000003810,Assigned,"July 27, 2018 8:55 am",Presently not blocking anything but will be should it fall.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000744&type=new_cs180226204420&viewRole=,DPU000000744,Completed,"July 27, 2018 8:43 am",Streetlight is out in front of 2811 E Broad Street,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000003807&type=new_cs180301154109&viewRole=,DPW000003807,Completed,"July 27, 2018 8:30 am",Caller states there is a large pot hole with a cone in it - cars have to swerve out of the way.,,,,,,,,
